"Abundance: F1: Sample, NCL_VEH","Abundance: F2: Sample, NCL_LNA","Abundance: F3: Sample, NCL_ION","Abundance: F4: Sample, CL_VEH","Abundance: F5: Sample, CL_LNA","Abundance: F6: Sample, CL_ION","Abundance: F7: Sample, NCL_VEH","Abundance: F8: Sample, NCL_LNA","Abundance: F9: Sample, NCL_ION","Abundance: F10: Sample, CL_VEH","Abundance: F11: Sample, CL_LNA","Abundance: F12: Sample, CL_ION","Abundance: F13: Sample, NCL_VEH","Abundance: F14: Sample, NCL_LNA","Abundance: F15: Sample, NCL_ION","Abundance: F16: Sample, CL_VEH","Abundance: F17: Sample, CL_LNA","Abundance: F18: Sample, CL_ION"
677728.875,797994.375,1100965.625,5014.137695,71302.60156,24349.40137,10916.00293,28302.98633,,,,92805.89844,1698786.375,,1267200.875,,,494338.8438
,,3624.558105,,,,,15336.3623,,,,529319.75,,,,,,
,,,,,,,,,,,,,,,,,
,,,132291.7188,,,206437.7188,93796.28906,,81261.40625,98730.99219,2433780.25,,,,,,
,,6187.155273,203334.5684,,,424195.5742,389782.2031,,158907.1563,262057.1094,2305843.25,,107936.375,,71887.96094,,1056151.156
114095.4609,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,152773.8438,137528.0781,301507.125,,,442481.5313,632295.9375,272475.1563,,,,
,9575.126953,23913.8125,4541721.5,576218.5156,83049.33594,5392831,2186472,16180.23535,1100424.25,2968626.25,1909754.125,,1002838.375,,934558.5625,32394.16504,519589.9063
1652839.594,565000.0586,1579614.426,2273554.557,326995.375,130876.4688,1436543.107,1635077.27,367005.5195,844629.2012,1283322.375,1873157.125,503400.1377,1392989.922,384918.8125,1501204.758,56115.15234,1102555.875
,,,,,,74182.45313,20603.23828,,29361.68359,,452134.0313,,,,,,
,9251.769531,,,,69804.6875,,,,,,337569.4375,,,,,21558.54492,73412.41406
33744.88086,,10033.91211,1906555.125,98085.8125,,2166380.773,1149549.164,,866084.8125,1801046.875,973779.8125,11037.83203,787450.9375,,,,85257.625
,,,,,,,,,,,265393.6875,,,,,,
,,,,20597.28711,10605.52734,,,,31981.35156,4311.753418,49329.42578,,19755.99609,,,,94970.39063
,,,,,,,157414.9688,,,72300.75,50648.08594,,48219.85156,,376416.0313,,
6669.668945,,,22640.5293,,,,,,24723.46875,,216328.4219,,,,,,22258.60352
,,,,,9724.0625,,50454.72656,,,,211158.5781,,19660.58398,,,,24384.69141
,,,83522.89063,16063.03516,,777844.5,,,179203.4063,259481.4063,1981674.375,,,,144374.0625,,20407.31055
,,,,,,,230288.9219,,,,215995.2656,,29987.91602,,12295.38086,,
,,,,,,15462.68555,,,,,859558.0625,,,,,,
,,,,,12811.63867,27489.7168,,,,,147136.1094,,,,,14041.55469,
,,770877.5625,3721695.438,527034.2422,27793.75391,4480828.395,4585558.313,3037515.482,712712.3691,3659644.041,412180.3906,518879.875,1496951.578,125776.5781,100893.4844,96724.93066,456877.9004
,,,,,,19057.18359,14230.87012,,,,568493.5625,,,,,,
,,,24686.38086,,7722.370117,17995.24219,373276.1094,,453794.1035,455183.625,237653.6113,,13785.86035,,18144.67578,,11870.21875
129920.9063,,,,,,,,,,,,,,,54026.01563,,
,,,,,,,,,,,418766.5938,,,,,,
,,7373.45166,146412.1563,23640.88281,36452.99219,287475.2188,145237.7969,,111969.1543,227924.6406,733139.5313,,164760.0313,,246966.4375,,269563.9453
,,,,,,,,,,,,,,,,,
,,,34492.58984,,,,56559.97266,,,116492.7344,40500.66016,,61814.63281,,31528.25586,,
,,,89923,,,,72439.59375,,74145.45313,58745.10938,1457593.625,,35447.41797,,46883.38672,,
,,,33049.36719,7262.049805,,,42557.63281,,,59571.98047,444471.875,,34221.40234,,56293.16406,,
,,,,,,,,,,,,,,,,,
,,,,,,135905.6563,68026.27344,,,72432.21094,21289.27539,,19752.39063,18505.82617,19196.49023,,18355.11328
,,,67794.0625,,,497291.4375,358437.25,,,64229.625,207184.4531,,319882.1563,,213578.2969,,129697.8516
,,,,,,,,,,,,,,,,,
2452790.5,2962714.75,3798983.75,2137873,121458.2236,,591471.2637,1309272.563,882033.6875,81776.54688,30760.79492,230793.5078,1101298.125,1672436.5,1147005.125,4638479.188,,
,,,46098.58984,,,203509.9219,,18143.65039,,,,,,,,,
,,,,,,,,,,,,,,,,,
,6552.080078,,389850.5508,,,344905.2813,273850.5313,,66129.44141,318397.0137,602993.8203,,184457.7383,,62866.65625,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,141800.1094,207543.5469,324122.9063,,643112.6875,,422758.6563,,
,,,,,,,,,53626.61719,,355461.8438,,,,,,
1460201,272429.8535,1746008.92,1305389,188671.7031,,802023.375,424255.7813,31004.44727,11214.77344,489153.4688,7638.037109,835008.4375,,3665.524414,,8882.587891,10557.37695
,,,,,3958.29541,,34764.00781,,7164.093262,40088.0625,388539.6563,,19642.93359,,,,38252.27344
,,,,16321.99609,,,,,,,1064668.5,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,4731.146484,35380.32422,,,,,170349.3125,,11742.43945,,13276.77539,5983.212402,
33548.11328,9654.895508,1129228.375,2645106.75,224283.125,46816.19922,3088329.25,1274051.5,55581.12109,875750.5,1779744.711,1259135.25,269471.5962,1079956.813,,1132134.609,8203.818359,241678.7969
,,,,4060730.359,19679.90723,,352877.8438,,,24176450,181143.0156,,67696389.38,,,385453.7969,41260.53906
,,,,,,,,,,,,,,,,,
,,,193022.6094,29957.42188,12332.56641,235934.2969,,,,,577271.375,,62129.35156,,96922.78125,,76711.90625
,,,25757.70898,,,290725.1563,,,,,,,,,,,
,,,284261.3125,,27987.79688,517736.2813,147944.1719,,238337.3438,176191.8438,3162930.5,,,,115003.6484,,
,,,,,,,,,,,,,,,,,
,,13694.35254,62010.13281,,,,47527.67578,,,80501.125,300693.4063,13449.69141,,,,,
,,,,,,40756.88281,,,,28766.28125,376987.8438,,,,,,
,,,,,,,,,,,,,,,,,
,,510222.3359,116175.8125,50549.67773,55164.89063,120017.7266,141200.043,,64384.23828,97526.3125,431312.3438,240549.6563,6011.482422,7373.494385,163471.5957,17280.61133,285088.3125
430112.4063,,308355.2813,,,,,,85868.53125,,,,,,,,,
,,,63090.65234,141536.1719,67540.07813,542339.2031,504256.9063,,142707.5391,375494.0938,141223.5156,,124938.3438,,,,269431.625
,,,137086.6094,,,184158.8906,102474.6016,,126023.7578,71087.125,3515896.5,,54396.54688,,,,39668.32031
,,,48164.41406,14656.32617,8505.808594,,,,24425.64063,22337.78516,211496.3438,,,,,,
,,,,,,,,,,,256834.7813,,,,,,
841858.9619,561034.3125,562236.1406,,439583.4531,175136.2969,,1202789.875,83373.14063,9778.930664,1167134.125,4754042.721,105378.5938,1906141.002,774827.3906,,34685.14063,2975776.125
,,,143979.0781,,,194273.1563,77677.85938,,80290.29688,74897.15625,2270540.133,,,,,,
,6675.134277,3725.345459,,,,,51111.46875,,,73695.39844,543016.875,,,,26317.46484,,
,,,,,,,,,,,164047.4219,,,,,,106712.7891
,,,6849,,,,,,27296.43359,29630.27734,330413.8438,,16909.02734,,25203.2793,,
,9942.265625,,,,,,,,10122.69727,,140855.6875,6605.404785,,,26987.17773,12644.5498,
,,,83978.99219,,,63600.24219,75901.46875,,43087.91016,,202376.5938,,26179.18555,,42305.27344,,
,,,,,,,,,,,,,,,,,
,,,112523.3203,22355.4668,,229253.0938,35216.02344,,26638.64648,,1400107.375,,47960.55078,,,,
,,,,,,,,,,,,,,,,,
,,,,,,72222.79688,,,32145.66211,39501.83203,752874.0625,,44989.98828,,29244.63477,,
,,,49704.125,,,,,,,,269039.625,,,,,,
,,,,64916.0625,22427.52734,54284.23828,,,27850.27344,,95630.25,,69640.58594,,42927.36719,15932.5127,37487.71094
4641.720215,,,897918.125,159777.5625,87241.54688,1047396.801,31768.24023,,898618.625,5450486,,17254.93066,,15093.12061,715159.3125,,424275.3125
,,,,,,,,,,35079.50781,754593.4375,,57045.66406,,100423.0859,,
,,,84025.11719,,7247.907227,388690.0938,118498.6172,,61619.33203,206320.9531,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,14697.49316,,,32603.61133,,,,,845429.4375,,,,,,
,,,11228.66797,16391.86133,6490.879395,,,,125924.6094,504936.2188,265858.8125,,404869.0625,,,,
,,,,,,,,,67480.10938,144426.0938,480042.2188,,49393.25391,,,,12479.37109
,,,69651.44531,,,142585.6719,,,106093.2813,158527.75,1036334.125,,,,105829.8359,,164135.5625
19372.29883,47185.82813,,1610439.688,125801.4414,18471.88525,1612727.672,1107465.588,,635682.8379,914327.2988,6745426.973,,709347.875,,524952.125,,146507.4512
,,,,,,,,,,,,,652465.6875,,,,
,,,,,,,,,41313.88281,,,,112707.6094,,303394.5,,
,,,614385.8125,179304.5625,25137.54688,473959.709,190739.0938,,320220.0586,437414.9375,887022.0625,,200936.1563,,478067.5918,,334076.1992
,,17438.97705,342070.2813,94054.80859,34831.96484,217558.4531,285006.3711,14070.37012,149509.9063,206295.0156,116197.9453,7626.084473,27314.86328,,22680.38086,81203.66016,124645.1035
,,,,,,,,,,,369353.6563,,65021.91797,,,,81738.04688
,,,,,,,,,,,,,,,,,
,,,26045.51367,,,,,,,21704.3457,178156.3281,,,4382.103516,,,
4761982,74911.36719,2010956.375,,12326.99121,90657.67969,,,,,152806.3438,175881.75,871254.0625,,,,4155.683105,169819
,,,,,,,,,,,,,,,,,
,16167.9541,,743413.125,23507.96094,,958182.5625,1586877.375,,,160984.3906,,,,,,,
,,,,,,,,,,,419041.5938,,14044.1543,,,,48870.85938
,,,,12123.12598,5939.60498,10314.22168,13175.64258,,36891.84766,,90563.73438,,28599.06055,,,,21840.29688
,,,,,,,,,,,,,,,,,
,,3699.010742,,,,,,,13144.02832,,,,9303.000977,,154207.9531,,9954.185547
,1102534.75,1779027.789,3436813,543692.6875,83726.60156,3759805,1553799.072,2887601.63,776950.5898,1805891.5,1074461.055,411506.1563,1276185.375,,690282.6797,16803.65625,539053.9219
,,,,,,,,,,,,,,,,,
,,,,,,,,,,149726.1875,16592.22852,,,,,12243.88672,
,,,627187.8125,24340.94922,,416035,,,142906.7969,,157331.9375,,,7313.781738,70938.80469,,22814.63672
,,,,,,133157.2813,,,,,221767.2344,8518.599609,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,644417.875,,,,,,
,,,46897.14063,4960.255371,,21868.45898,74381.99219,,,,,,161732.8438,,,,
,,955021.375,,,150621.2813,,,,,,2395117.75,,,,,,181369.75
,,,144202.0938,,5625.632324,788296.3125,127325.1719,,184487.4531,238610.6719,1576106.25,,,,216043.2031,,
,,,,,,280793.5625,,,,,,,,,,,
,,,,,,273980.3438,97287.04688,,227530.9375,207232.2031,5512531.5,,,,268752.4688,,
,,,,325550,103996.1563,2074369.125,,,,11068992,1919211.5,,,,,143609.875,601344.375
,,,,,,,,,125549.4063,477814.293,432029.4531,,327858.875,,2463468.75,,
,,,293853.8125,40648.92578,,165605.5625,118212.4609,,289607.3438,184907.8438,248613.8125,,278635.5,,383476.4375,,106742.1953
,,,,,,,,,,,157568.5938,,,,,,
,,,,,,,,,,,137659.625,,,,,,
,,3050.234619,,,,512751.5938,,,,,472790.6563,,24155.01367,,50136.21875,,
668627.2222,71441.69531,61937.677,516652.4063,64704.44727,14569.48145,279832.9375,363374.25,21520.77295,157407.8418,320223.4473,307793.543,289524.0938,219697.3945,35872.96216,55252.22852,13780.3833,75752.79102
,,,,,,,,,,,,,,,,,
,34900.4375,,64767.17578,,,418441.0313,204696.4219,,135645.2344,320882.2188,2321774.25,,318705.8125,,132641.3281,,31508.05859
,,,,,,109492.2813,,,41010.08984,124507.7422,116339.4844,,,,381315.0625,450241.3438,728958.3125
800115.125,153625.3438,1169900.25,,,,414028.0938,100282.6328,,,,305225.5,782344.125,280178.2188,738942.875,,,86227.63281
,124319.1797,54765.06641,42173.5625,,14151.70117,33028.73047,28502.88477,158655.4063,,,39971.22266,,207442.3594,107209.4531,478425.2188,,29726.8418
6735.084473,,,,,,,,,,,330691.625,,,,,20179.31836,155719.4531
,,,234676.9844,,,138939.5781,136646.25,,70773.28906,87270.55469,72931.14063,,63078.97266,,58291.82031,,
,,,,,,,,,,,,,,,,,
,,,,,,71310.95313,,,50680.85938,,965022.5625,,,,,,
,9385.816406,21960.77734,,,,,,,,,172455.2031,,,20388.66016,,,
,,,,,,,,,,32189.82813,650265.5,,,,,,
,15780.58008,,70071.77344,,,36109.91406,,,,,142029.8281,,,,,,
,,,,,,,,,,,,,,,,,
,1080380.375,278343.3125,3384371.25,224785.9531,32656.15039,,,479671.5938,1053540,6840736.5,1444507.125,203939.25,,,3247979.75,,346063.8438
2937440.25,1240402.441,1739084.961,1232258,282781.2285,55614.04297,1962137.875,,1307852.25,951631.4375,,7391683.102,1940361.125,115897.2656,686735.25,481242.1563,27212.50586,169533.1797
,,,,,,61190.80469,18626.28711,,32137.00195,34658.0625,662751.9375,,25635.14648,,22492.20117,,
,,,,,,,,,,,,,,,,,
,,,,28692.88672,,61914.23438,,23029.87695,,80382.4375,104949.3125,,,,,,
,,,,15225.01758,,199826.4844,278252.0313,,,,,,,,,,
,,,,,,78824.53125,22305.72461,,,,789589,,,,,,
,,,,,,,,,,,118799.7031,,,,,,
,,7853.230957,,43350.63281,8994.430664,374415.7813,440489.9375,,,179097.2344,116694.7813,,112525.5625,,,,52314.75781
,,,,,,103551.1953,,,,,224893.1406,8675.235352,,,,,37066.67969
,,,31390.1543,,,,36190.88672,,304639.1563,311942.8438,453981.875,,117456.7734,,91126.94531,,
,,,,,,50728.36719,,,,,281358.0625,,,,,,
,,,430732.2188,20348.01563,,471634.0938,226557.2969,,120168.1484,357730.7813,80199.45313,,90402.57031,,21936.91211,,23283.43555
895566.375,250711.8906,588436.25,,138973.4395,16368.82031,146448.7188,243093.4043,7452.342773,21825.34766,823361.125,,1219276.375,50245.55859,4959.076172,,8888.341797,
,,,,,,,,,,,,,,,,,
,,,,,,,,8650.678711,,,335895.9688,,,,,5077.122559,
,,,,,,,,,,,89330.95313,,,,,,
,,,,,,,,,76510.16406,29821.14063,852223.625,,9560.766602,,,,9957.844727
,,16531.75586,199491.5938,43524.51563,53775.44922,174405.4531,249299.8906,,102729.125,,605869,,322722.125,,109250.1172,,109899.3359
,,,40217.64063,,,,,,63822.67188,41691.69531,736227.1875,,,,42387.41406,,
,,,,,,,,,,,182323.0313,,,,,,157975.7031
29306.44434,7430.097656,,1637099.75,155686.3125,103415.5352,652165.1875,358471.8125,15240.53027,271172.5938,356172,549677.79,,8688.00415,12591.75854,311910.1875,17298.66602,650795.0625
,,,73955.25,22353.69141,,,41225.30078,,33253.42188,65154.80469,589969,,,,,,200762.6875
,,,836525.1875,34920.38281,25327.08398,648170.875,338390.4688,,341192,328133.9375,10687231.23,,249714.2031,,277020.25,,337179.7891
,,,206863.9375,,,325666.8438,94410.77344,,47949.57422,98962.32813,60778.55078,,53993.98047,,,,
,,,61243.45313,18920.42578,,133616.4063,52823.97656,,23138.6543,41384.60938,1479685.625,,,10404.37109,23352.17773,,
,,,,,,,,,,,,,,,,,
,,,223499,,,237987.0469,406235.6914,,64892.48047,200240.5781,76252.78906,,127816.4141,,43876.14063,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,51333.68359,,83306.25,,,189149.3438,177024.5313,,42082.08203,223713.2188,,,122913.7109,12903.71387,,,
,,,,,,,,,,,105717.3047,,,,,,16331.39844
,,,,,,23453.79102,,,25249.25391,,429378.4375,,21665.95117,,14650.73828,,
,7873.739258,,,24148.84766,,363363.2813,127217.7422,,,134710.9375,625508.375,,117220.1172,,,,
,,,,,10467.30273,,27210.16211,,,33211.22266,614125.1875,,63031.64063,,14401.62109,,71964.125
,,,,,,,32013.86133,,19901.8457,,237230.2969,,37273.03125,,51644.30469,,
,,,105457.8828,,,,91357.125,,84719.75,125486.7188,1141148.625,,86402.39844,,68632.57031,,
,,,,,,,,,,,123162.1563,,,,,,
,,,,,,,,,,,272284.7188,,,,,,
,,,37343.36328,,,50772.0625,85768.22656,,35901.70313,,163063.7813,,129499.6016,,11940.28418,,
,,,180165.3594,14551.57617,,,,,43703.74219,192117.375,15431.85156,,,,,,
,,,,,,,,,132748.6719,258103.7656,141976.625,,409632.6563,,601220.25,,
,,,,117613.2031,12008.37109,29617.92773,476691.625,,,,21608.00977,,456007.1563,,,15144.61426,
,,,,,,,,,,,,,,,,,
,,,,,,,,,10052.97363,17750.97852,1120973.125,,,,,,
,,,699935.4375,26309.33984,4644.822266,296174.0938,294385.3125,4516.800781,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
12143.75488,,,353662.9375,,,291836.2813,137852.5,,114567.9922,355512.2188,146742.9531,,,,,,
,,,100663.8906,12876.79688,6663.90918,150719.4844,76919.6875,,87628.17188,,2238408.75,,63392.30469,,74666.71875,,
,,,,,,,,,,,,,,,,,
,,,221802.1094,,,351768.0938,110317.7969,,85794.38281,92490.40625,6670943,,,,,,
,,,,24455.02148,35670.31494,,159455.0781,,,308456.2969,976526.7109,,1021456.781,,,,210022.6211
,,,,,,,21880.72656,,,,492959.875,,99857.89844,,,9370.791016,61889.51172
86506.49219,,,,,,,,104536.9609,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,18521.05664,354683.125,,54020.26953,,,,1075668.75,,50820.94141,18087.50391,,,1201593.75
,,,,,,,,,,27415.48047,129668.1875,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,39768.92969,,,,,259672.5156,,
,,,,,,,,,,330087.75,281276.9063,,,,,,
,,,36509.21875,26221.04688,,151509.625,34798.01953,,41514.21484,90379.85938,459788.4375,,30484.37891,,45954.00391,,70564.85938
,,,,,,,,,,,,,,,,,
478767.0625,,478504.4375,,,,46426.55859,,80994.33594,,21279.42383,588912,387959.1563,,,,,
,,,,,,,,,20906.4668,,401090.4688,,,,,,
,,,,,,,16921.87305,,202559.0469,404432.9375,276907.7188,,213228.2813,,47068.94141,,
,,,626876.5,38603.14453,14861.02246,,110499.8125,13988.89063,50225.09766,,124375.5234,,145199.7031,,,14844.66602,53490.47266
,,,,,,,,,103101.3594,465982.625,209431.1563,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,77792.75195,157966.4688,,63500.16406,479196.6875,413472.6563,,647024.5625,,145724.8281,,
,,,,,,22265.89258,,,,,189232.6406,,,,14562.67969,,
,,,80219.41406,,,,35937.69531,,,,114842.4688,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,148795.5938,,,,,,
,,,,,,,,,,,130404.2578,,,,,,
23917.90479,12778.71143,,2408226.199,202831.1406,123291.0586,2056266.734,1519135.357,96796.62646,874717.625,2021124,1812135.547,,2227863.625,,715065.75,,349859.7344
,,,,,,,144670.0938,,,45826.38281,,,268566.25,,,,
7809.242188,,,,,,221113.1719,192070.1875,,,110834.3594,807126.25,,241257.9063,,,,43340.26563
,,,306516.4375,,,,,,,,,,,,,,
,5990.280762,,119319.7422,9501.115234,,384067.5625,104551.3125,,57909.94141,135081.5313,353342.1875,4026.266846,184583.9219,,44734.68359,,
,,,,,,,,,120486.0234,196911.3594,164549.2031,,,,,,
,,,,,,,,,,,74885.96094,,,24361.94727,,,
,,,174851.25,,,,,,,,,,,,,,
,8676.827148,7859.251953,49589.83984,14575.02051,,,21459.58594,,,,262656.1875,,,,,,
,,,24931.37305,,,,,,,,466458.125,,,,,,
,183780.1406,15714.46484,642030.9375,63734.54297,122045.0625,,860223.125,65275.51563,663832.5,,1587626,,915777.5625,30537.68945,1313230.625,229853.2813,1580771.5
,515858.5313,81996.17969,881530.4375,76218.49219,,315020.4063,51852.33984,952652.8125,99824.92969,742232.6113,240117.3438,58422.10938,57089.53906,921371.25,1283258.775,456832.4141,142255.3281
,,,273529.7813,28659.33789,,370046.7813,281411.0938,,205084.4531,300532.1875,222926.3594,,224587.4219,,80414.07813,,
,,,,,,,18243.78906,,,,456660.9375,,33679.17969,,,,
,,,17549.41406,,,,1046456.188,,103885.6172,,,,195298.6094,,9403.280273,,
,,,,,46586.48047,,16078.11816,,,,468206.375,,,,,,100680.2344
,,,48293.04297,,,,,,29154.54883,,120893.9063,,,,,,
,,,367335.8438,53203.63281,,661752.9375,1041491.125,,,1223819,1183941.535,,1758632.75,,,,43314.24609
,,,8212.011719,5606.078613,,,,,41589.10938,21096.99609,621460.6875,,136869.1719,,39306.42188,,24292.32813
,,,57854.12109,13433.99707,21157.51758,142494.1719,141027.7813,,47540.16016,179559.5156,1210698.375,,89507.5625,,22654.24023,,201419.25
,,,,,,,,,25024.70703,33459.25781,366533.5625,,22661.82422,,55716.03906,,11240.52051
,10695.83789,6494.17627,1666644.125,,,898370.125,718243.4375,15000.91406,375755.5625,842765.5,,,924045.375,,207512.0156,,
24196.95508,10023.72705,,596872.25,77052.76367,10940.74316,524071.2813,70061.74219,,62279.98438,652640.25,1811468.375,,67477.67188,,49913.77734,18806.14404,184917.3438
,,,356885.8438,,,,32393.49023,22045.44141,,,,,,,,,
,,,,,,,,,,,178859.4375,7608.166016,,10283.22461,,,
,,,,,,,25241.62305,,,85156.36719,180342.5469,,23149.19336,,18881.70703,,
,,,27491.31445,,,64071.53516,,,,,189682.5625,,,,,,
,,,,303818.25,,1144325.875,,,440221.7188,,695421.9375,,,,463994.3125,,140161.5
,,,201302.4531,,6309.296875,238742.4531,,,74748.53125,,22056.79688,10323.10938,32088.5,27016.27148,,29221.04688,
,,,31048.23047,,,83553.72656,32061.61328,,,26203.97266,464998.8438,,,,,,
13451.38281,4487.947754,4836.989746,646913.6245,73008.13281,28022.72949,339435.0625,292239,,133306.0337,,109368.1875,2613.993896,50301.53906,,,,26215.9917
,,,,,,56985.20313,,,23244.62109,,571602.375,,,,,,
,,,,,,,,,20631.16602,,464713.5313,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,91140.21875,,,,,,
,,,,,,31585.16211,,,,73550.47656,326527.2188,,,,,,35550.87891
7041.566895,5513.567383,4602.494141,141823.625,,,116264.4609,85106.01563,,,28241.62109,12366.74023,7849.769531,131890.7188,,31423.52539,,
,,,,,,,,,31994.37695,,194905.1875,,,,49626.07031,,
,,,22715.29688,,,,38695.22266,,18810.47461,,139343.5469,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,113098.8359,,,,,,,,,,,
,,,,,,,,,,37303.73438,310815.625,,27942.02148,,,,75657.46094
,,,,,,,,,,,,,,,,,
,,,95219.22656,28292.17969,,235103.9375,241264.7813,,20898.36133,175719.8594,44135.10547,,,,,,
,,,,,,,,,15708.17383,,521188.875,,,,,,
,,,,,,,,,,,,,,,,,
,4515.144043,3564.620361,517928.2559,,12463.68848,533668.3125,473084.375,15388.47754,37732.63184,68379.50781,330013.8438,,112210.0703,,10410.15527,,101695.0156
,,,,,,,,,,,,,,,,,
,,,3204015.25,39744.71484,4754.023926,1914588.25,2033029.75,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,37518.97266,49742.85547,636573.25,,,,,,
,,,,9557.414063,4709.515625,10451.11621,7324.71875,4291.729004,,,167876.1563,,,2744.625244,,,23232.02148
5260.065918,,,2093265.625,,,1333294.375,,,1398970.625,104394.2188,,,,,1858648.625,,
33575.47266,,,,,,62090.38281,,,28558.55273,,1026636.125,,,,,,
,,,22655.17383,,,,,,,13505.88184,573584.25,,,,,,
8171.818115,15036.53125,,,,,141371.75,57897.88672,,149857.6406,14147.7373,199271.3799,,,6764.933105,,,65392.82617
,,,16590.0957,,,,,,,,298909,,,,,,
,,,,,,,,,,,,,,,,,
,,14456.55176,,,,98214.63281,131181.5625,,,99026.15625,,8938.635742,40984.28906,23165.28711,,20668.86133,
,,,,,,,,,,,,,,,,,
5077.700195,8226.894531,,,,50378.37109,,86718.11719,,,,406729.9375,,105500.5625,,,,106683.1797
7605.724609,,5337.081055,,,,,,,,,329669.0625,,,,,,
,,,,,,,,,,,,,,,,,
553709.125,,284315.6563,,,,,,,,,,177987.25,,,,,
,,,132277.3633,433007.375,,297160.9688,227360.8281,,63556.25781,215533.1875,1366815.625,,56296.94531,,88108.03516,1625397.5,223785.8594
,,,,,,,,,,,127177.4453,,,,,,
,,,,12503.6748,,24365.79492,36513.69922,,13589.3291,105323.8672,193920.9844,4475.513184,,,,,55892.65234
,,,,6052.477051,,,,,,6481.300781,330089.8125,,,,,13214.46973,11488.40234
,,,,,,,,,,,,,,,,,
,8543.026367,,189413.9531,,,29105.04297,20273.85742,,,,,,,,,,
,,,,,,,,,,,328586.3438,,,,,,
,,,,,,,,,,,250797.7031,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
1070537.875,139640.6094,4820.592285,,209833.2031,23862.95703,1206904.916,1861907.094,347310,44482.23047,951251.0625,241323.0273,,728095.6016,440939.9375,,32228.55078,43030.26172
