"Abundance: F1: Sample, NCL_VEH","Abundance: F2: Sample, NCL_LNA","Abundance: F3: Sample, NCL_ION","Abundance: F4: Sample, CL_VEH","Abundance: F5: Sample, CL_LNA","Abundance: F6: Sample, CL_ION","Abundance: F7: Sample, NCL_VEH","Abundance: F8: Sample, NCL_LNA","Abundance: F9: Sample, NCL_ION","Abundance: F10: Sample, CL_VEH","Abundance: F11: Sample, CL_LNA","Abundance: F12: Sample, CL_ION","Abundance: F13: Sample, NCL_VEH","Abundance: F14: Sample, NCL_LNA","Abundance: F15: Sample, NCL_ION","Abundance: F16: Sample, CL_VEH","Abundance: F17: Sample, CL_LNA","Abundance: F18: Sample, CL_ION"
,,,,,,,,,,,,,,,,,
,,,877504.8125,82302.07031,86867.72656,396274.9688,,,490244.3438,701437.6875,934306.125,,994841,,345619.7813,97690.96875,98667.60938
,,,,,,,,,,,,,,,,,
623059.5,1084186.25,500321.5313,612000.75,118927.6172,46025.07813,221722.4375,,,283156.4063,413267,535925.25,,251125.6406,,219439.3438,,179479.2188
,,,,26779.66211,21159.68164,,56741.49609,,135559.6406,652884.4375,,,107096.9375,,617741.6875,,
,,,69099.92969,,18648.54883,144792.875,31211.70313,,73267.19531,,636390.8125,,,,,,269999.5938
,,12657.81055,,86434.83594,71458.47852,,295574.5938,9055.620117,,306333.9688,1347234.875,,947150.625,,,,373212.5625
,,,2563250.75,49103.96094,31952.44727,779748.625,600991,,1483961,2135444,3180826,,2222927,,1351297.25,16725.75391,180291.3945
,7490.605957,12001.64941,,,,,,,,188618.8281,4318129.5,8780.485352,,,,,
,,,,,13605.37793,106742.25,23276.71875,,,43352.40625,427603.75,,,,,20288.71875,23611.71094
,,,,9402.592773,9972.733887,,,,15549.92432,1855697.875,529302.875,,,,,12152.55664,192287.5469
319232.625,1469546.25,1032992.438,3187581.25,285397.4375,,1680388.625,1390478.084,571858.125,809750.125,7321863.5,2173339.25,1140493.75,2171052.75,1184389.75,7146112.5,,546054
,,,,,,,,,92335.70313,49213.80078,2100440.734,,53697.75391,,48187.80469,,
4010468,,,,,,,,707437.75,,,,,,,,,
,,,,13337.48535,,,,,40462.69531,,,,13775.24902,,803011.25,,
,,,42346.24609,,,40830.51172,,,24021.21094,,129932.3125,,402956.5938,,9957.814453,,
,,,65945.5625,,,86518.73438,,,44865.05859,65741.36719,246751.8906,,,,,,
,,,,,,,,,,,242734.2188,,,,18128.125,,
,,,208661.1719,27118.87891,7771.793945,187445.2969,,470876.5938,153063.3594,392225.4688,,,,,139627.5,,
,5142.544922,,20222.4082,14663.25879,,,,,,19980.79688,145371.3906,,16933.05664,,,,12184.65527
,,,,,,,,,,,109054.5078,,,,,,
,,,305241,23788.14648,,112389.9063,197676.0313,,,167207.375,202273.4219,,52474.19922,,,,29103.13281
,,,19473.19727,,,,,,9539.837891,19518.52344,113174.8906,,,,,,23616.54297
,,,14650.42578,,,24379.53711,,,20734.10742,23011.54688,268312.4688,,6832.027832,,28645.23438,,8875.963867
,,,,,,108194.3594,50247.80078,,,,346090.1563,,,,262073,,
2200659,2057315.625,,1398143.625,42573.58984,68776.60547,1695787.359,1100367.625,,950856.5,1449748.625,2987974.57,2319530,960458.75,,312080.5625,116154.7578,31495.05078
,498295.6094,539647.6875,,241117.375,36514.0127,1908313.625,883456.1875,,926842.5625,5943053.449,930073,825929.625,1503091.625,61035.57031,2835811.75,,172884.332
10096.52637,,,,,,,,,,31444.69336,617753.4375,,,,1125150.5,,227175.6875
,,,,,,,,,34432.38672,,18451.38672,,123906.9297,,398342.7188,,
,,,,,,44788.07031,,,,,570212.6875,,,,,,
11469.20801,8902.725586,14033.07813,3042676.5,450369.9063,114110.9609,,1942555.875,61234.57422,,3284937,368081.1875,,758620.625,,1426889.25,42337.21094,226211.5625
,,,259949.6875,15172.66602,6338.998535,359216.5938,188829.5938,,97334.39063,195915.3594,763164.9375,,,,62122.63672,,17390.94922
,,,282385.3125,47829.88672,40168.46875,490959.0313,213654.7344,,299605.875,409181.2188,174194.2813,,,,,,30546.81641
,,,,18280.38477,,,,,167096.4844,572814.3125,358650,,,,,,
,,,,,,,,,,,374965.5313,,,,,,
3132.921631,8722.698242,,479013.6563,741568.75,389410.7813,356483.0938,112027.0938,369023.6274,42210.44141,362688.2188,264148.5938,5388.198242,155852.7617,17166.94434,38922.44531,,664965
,,,,,,114178.2422,,,41481.72266,,595455.25,,,,,,
755250.5,629851.6865,372020.1328,1391430,152151.2031,,1448097.623,1133794.25,342320.375,979751.5625,1271727.625,4397497,674298.5781,1049777.5,868996.9678,1427545.375,25062.01367,739872.9375
,,,,,,,,,,,,,,,149840.6406,,
104576.4297,161985.6875,,708822.3125,463636.4258,26873.77002,786481.5703,193966.9844,66985.75781,,367861.5,746010.25,33434.62891,310016.6875,,61248.29688,198567.8594,
,,,,,,77930.5625,45723.94531,,,,961962.375,,,,,,
,,,,,,,,,,41460.46094,113902.6094,,41409.78125,,,,
,,5398.854004,50564.10547,,,98787.75,,,,,1203507.25,,,,,,
,,,20449.7793,,,29126.31055,,,,,126815.4766,,,,,,
,,,,,,,,,,,,,,,,,
217734.6406,359568.3438,240422.4219,,,,72605.91406,,,618450.125,857669.125,43972.21484,396812.6875,2037013.25,207484.875,1552368,,70500.98438
,,,,,,,,,,,59034.85547,,,,,,
,1182288.581,22710.81982,3900228.641,238699.5,82291.12842,1344091.602,1541128.121,1174453.135,490631.375,1198931.25,896964.7813,6196.998047,1151330.908,165173.3047,585281.0586,20939.76563,396218.375
,,,,,,,,,,,,,248495.8594,,,,16533.91992
,,,,130373.8906,20806.66797,403805.6875,213165.2344,55443,,363971.5938,326961,,335293.4375,,,,351891.6563
,,,175411.8906,,6546.561523,101391.2969,,,53838.25781,517628.4375,85662.95313,,36613.47656,,154342.4688,10105.57813,19126.75977
3697477,23030.67383,2007043,3226292.25,300730.0313,61608.64844,31325.26172,583278.8359,899541.0273,597886.5625,1629045,793066.3125,887283.25,811872.3125,299109.2813,240370.5938,17137.92578,165787.7578
,,23507.24805,52094.50781,10669.91895,,46380.95703,28830.80078,,,35289.03516,90944.96875,,,,,8846.533203,16523.4375
,,,,,,,,,,,531247.25,,,,,,
,,,38731.55078,,,63052.08984,52669.48438,,35642.55859,,402986.3125,,,,44828.5625,,
,10829.06836,,46662.19531,,,77528.07031,47399.19141,,45662.94141,,1038483.938,,,,,,
,,,,,11311.00488,,,,,,178558.0781,,5613.004395,,,,167110.9375
,,,,,,,,,,,130128.2109,,,,,,
,,,75528.76563,,,147739.9844,53732.22266,,,,441156.2813,,57267.36328,,170649.8906,,
,,,,,,,,,,,215696.7188,,,,,,52534.75391
,,,,,,,,,,,390584.3125,,,,,,
8384.628906,,,522609.5938,33933.81641,,180837.8125,64590.07813,,278111.2188,702494,372639.875,,79967.36719,,580040.125,,106263.1797
,,,,,,,,,,,,,,,,,
,,,,28717.61328,9765.286133,125320.2344,28058.6582,158070.7813,26705.54492,111536.2109,28002.90234,,,,29110.33008,,25214.13672
,,,5195419.5,136132.75,65625.65723,7689710,3510289.93,,2075676.598,3715662.75,2831201.25,,1587544.127,,,,241165.5781
,,,,7680.839355,,,17009.63281,,,47345.16797,,,157590.4063,,,,
,,,,,,,,,,,,,,,,,
3225.685547,,4905.283203,1106520.875,98755.96875,,1425788.625,956063.6875,30682.73047,303030.7813,737246.5,1096974.625,,255026.625,,140552.2617,,112038.9063
,,,93258.03906,,,95517.04688,75715.47656,,50927.28906,,444124.1563,,58884.32813,,87083.20313,,25430.13086
,,,,,,,,,,,166229.375,,,,,,
,,,,,,47541.07031,,,13548.50488,,320946.4688,,186476.3281,,,,45472.86328
4350.302246,5153.94043,4494.086914,256894.8125,,,85228.44531,196297.125,,,85680.36719,,,66863.4375,,,,15501.81543
,,,,,9235.283203,204709.1875,122740.4297,,,,604948.75,,,,,,
,,,,,,,,,,,,,141260,,,,
7521.992676,,,36525.80859,,,,,,16500.20898,98485.54688,376693.7188,,,,,,35101.60547
,,,,,,,16746.17578,,,,150949.8281,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,58971.10156,13711.84375,,,,,,1493295,,,,,,39544.0625
,,,1647217.828,22126.85352,9445.784912,354982.251,358462.6563,,57140.60938,,409213.375,,631152.8438,,1964216.656,5290.03125,253928.5859
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,274638.4688,79353.5625,,116526.1406,133165.2031,3675329.5,,76132.61719,,199220.1406,,
,,,174809.5625,,,91928.22656,56458.39453,,47434.74609,,,,,,,,
,,,456940.8125,131027.8203,45355.00781,,,,178126.25,,,,,,143200.8438,5004.753906,127611.5469
,8891.147461,,207798.5313,17926.91992,6650.229004,,19706.0625,,93941.91406,,,,,12751.48438,66232.54688,,
,,,,,,,,,,,,,,,,,
,,,31327.92383,,,,53964.64453,,,86829.6875,155526.8125,,77350.92188,,,,
11732.37305,11992.88574,,92593.08594,,,110107.3594,162050.9531,27056.31641,,102267.1719,200846.0781,,193222.6563,17417.18359,68962.28906,,38323.67578
,,,1307734.625,246363.9688,,901314.5625,587627.5,,1037271.438,1273497.875,965177.125,,679799.625,,1280374.375,,246616.9063
9096.907227,52519.04932,13836.81738,760996.1719,43152.03613,8145.605469,294790.3164,206817.4414,51542.13086,70767.6084,567791.4941,90633.03418,18014.90967,336736.8369,13935.11816,27524.15527,,8642.904297
,,,84755.8125,,,155819.7344,,,,61820.19141,202286.0469,,,,,,
,,,84471.11719,,,,58991.48438,,,,114546.2578,,182224.4375,,87756.10156,,16109.56934
,,,82839.125,,,155892.4688,47244.4375,,65993.94531,41623.17188,146928.7031,,31817.41211,,155820.0625,,
6990.721191,,5305.525879,43942.31641,,,105152.7109,41417.57813,,53875.51563,,959069.1875,,18255.69531,37944.75,63415.51563,,19812.4375
,,,,,,,53688.89453,,,,412565.6563,,26820.07813,,,,
,,,1521691.141,78410.02344,,1070679.088,1318415.375,,,,,,,,,,
,,,73797.78125,,,,,,,75430.69531,147419.3594,,231949.5625,,113381.4141,,13022.34375
,,,,42122.39453,,53552.13281,,,94293.24219,284616.2188,681605,,,,,,
,,,501696.875,127978.4063,,,,,,293690.0625,696917,,115011.5625,9830773,,,
,,,,,,,,,,,,,,,,,
,4580.01416,,504685.5,64552.47656,12304.79785,,14887.6123,,136105.8281,505096.5938,28096.5957,,558330.875,,10421.43359,,28360.97461
,,,,34418.27344,5949.368652,,,,,,292925.4688,,,,,,27735.00195
201562.4688,56399.78516,,,,,,,,,,,,,,,,
,100766.3125,,257338.3594,,,152935.5938,135366.2676,56512.77734,386412.9375,104620.7813,69133.74609,,46193.17578,,85271.26563,,18544.67969
,,,,,37011.02344,,,,,,,,,,,,188295.2031
,,,57854.31641,,,125142.7109,35773.96484,,61733.78125,217640.1094,1082661.375,,57070.17969,,169403.0625,,
,,,,,21100.33984,55756.22656,,,,60657.62891,467433.4063,,49166.84375,,33659.67188,,275694.5938
66535.50781,,268939.4688,33675.41016,47154.22656,56973.14063,,125061.5469,,55857.60938,47136.0625,1249865.125,,116419.4922,9282.817383,50676.88672,,719639.6875
,,,,,,12281.41797,,,,,205903.3906,,9006.408203,,,12144.28711,14457.40137
,,,,,,,,,,,194417.9531,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,99717.64844,,,,,,84971.08594
,,,511861.9375,88610.78906,27142.14941,511063.7266,486917.0039,,178601.9219,269350.6875,367688.375,,290057.5508,,42469.21875,,
,,,76400.46094,9495.241211,4940.68457,44291.15234,,,11287.15723,,1704097,,,,,,
,,,,,,,38296.75391,,51772.20703,101245.4609,,,331425.6563,,463211.1563,,
,,,,,,,,,,,593829.5,,,,,,
876708.3125,207575.0313,,,,,106291.8359,153190.8281,562513.0625,,,,,,128670.7656,,,
,,,,,,,,,,,,,,,,,
170445.3438,,,1548071.883,297173.8125,124348.6563,921344.375,733349.5,,1431039.75,1045834.75,1236138.156,161725.8438,1099426.5,,2105391.875,119309.0703,521065.0156
,,,,,,,,16546.95313,,,128140.1484,,,,,,14547.46387
,,,35647.57422,,,,247350.6094,,22344.83398,203875.9063,,,238879.1406,,46706.99219,,58666.60156
,,,786537.9375,111820.4609,52709.95703,,,,275850.5,39581.875,24958.9707,,452788.1875,,189311.7656,,151113.4219
,,,,,,,,,,,285344.875,,,,11441.05859,,26202.39648
,,,,,,74967.96875,9050.816406,,,,472894.6563,,,,,4444.560059,
,,7012.823242,1892273.125,245485.8398,43154.62793,1457620,1866025.25,,1327398.5,2208617.512,1655387.25,3460.058105,2573611,,1813504.75,62765.49609,665769.0625
,,,,17864.21094,16858.1582,,239847.1719,,25212.46289,,494739.2813,,,,34433.28906,,84304.50781
7378.178711,,9501.195313,,,,77456.10156,93160.97656,,,,247525.9531,,16505.80078,,,,
332227.5313,,,153238.5781,23715.94531,,,39387.53516,,50537.80078,34089.47656,412139.625,5182.807129,,,112319.125,,
,,,,,,,,,,,337662.0313,,,,,,
,,,,,,103215.2188,138456.6719,,,434004.8438,82111.64844,,254710.875,,124043.9844,,
,,,34654.28906,,,41414.34375,,,,,,,,,124608.1719,,
,,,,,6156.005859,,,,,,299344.6875,,,,,,18342.25977
,,,,,,,,,,154535.5313,202446.3594,,79492.60156,,58163.49609,,
11557.66797,,,118989.4375,,4245.706543,71634.6875,71169.74219,8042.833496,53175.66016,,,3486.09375,,,25846.96875,,
,,,270473.7188,,,397599.4688,254031.4688,,226491.0313,495876.8516,144190.1719,,209623.2031,,125117.0938,,
,,,22396880,,,31513614,28330364,,25739320,,,,30660254,,14923375,,
15723.11914,23256.6123,,2415815.469,58789.58984,14957.66357,2248796.5,2674349.266,33278.16016,219925.9727,243850.3438,464734.9688,40238.2002,189132.4375,18141.52734,245158.7031,,72702.42578
,,,345274.2813,,,,47847.35156,,27068.79688,276623.9375,41467.88672,,70422.1875,,263275.0938,40624.96387,439344.7207
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,336764.0313,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,143187.9531,,,,,,
,5341.566895,,744594.625,141248.1641,21242.36523,225366.3594,399274.125,,473023.0117,509695.875,795619.0586,,653875.3125,21192.16699,563647.1992,23612.46094,481273.6406
,,,,,,,,,,,,,,,,,
,,,284312.3438,28870.14648,18768.89453,218345.1406,85906.57813,,,111152.6797,427925.3438,,,,256747.3594,,9974.444336
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,562769.6875,,,,,,
,,,465345.3125,40157.93359,,565886.4375,917083.0625,,234064.6563,433622.0625,201310.6094,,327247.0313,,77380.02344,,38074.64063
,,,,,,,13310.67773,,15587.6084,,206683.7969,,92639.60938,,,,
11150.86133,10020.56445,2847.873779,2094801.883,160897.0938,8961.938965,1664635.25,1476055.75,,640803.6074,1616463.625,657918.4629,9232.165527,538635.0625,,189731.8281,10455.88867,147060.3145
,,,,,,,,,,,472853.5313,,,,,,
3835.496094,,11640.25098,,71728.64844,49937.09375,,715158.875,19343.9082,17311.92969,433019.3125,884960.4375,,699754.625,21633.44141,15070.61328,,151153.4375
,,,,,,,,,44512.13672,,556985.4375,,,,69118.67188,,78580.57813
,45471.94922,,472960.4688,,4582.081055,866799.625,388218.4375,,286394.0625,413607.9375,6351406.477,,173978.4375,,178236.6719,,21960.69727
,,,25134.41992,,,75782.90625,35276.16406,,26924.68164,36858.45313,300661.5313,,,,84409.05469,,
,17817.56836,26514.3418,5456517.25,385252.3438,93931.125,1356280.125,1053921.75,6167993.5,1319880.719,8755244,2389473.75,71757.29004,2080316,,3422574.543,873970.8047,1430789.719
,,,,,,,,,,,,,,,,,
5437.459961,,,,39083.14063,,71499.48438,,,,,173980.0781,,,,34097.875,,
12580.43945,1003930.375,9861.43457,2400207.25,,158912.5156,973885.9375,24197.40234,27345.03711,499992.1875,3846564.625,1149915.523,,32097.29297,89949.87598,1435394.125,,309052.8359
,,,1315478,52531.8125,,1199116.125,769417.375,,664663.75,408194.4063,208915.2031,,309011.6563,,153248.5938,,
,,,,,,,82860.92188,,,,,,428523.5938,,,,
,,,,,,,,,,,,,,,,,
8816.692383,11446.1875,30979.91113,77938,156257.0469,120587.9814,25935.375,656643.9375,20062.50195,67100.12109,675842.875,2122381.141,,1001791.445,7713.417969,16583.05469,12775.7002,559057.125
,,,,,,,,,80154.03906,101414.3125,487271.0938,,24614.74609,,33602.65234,,
,,,,,7715.929199,,,,,,200906.625,,,,,,
,,,140308.3906,,,71429.92188,72998.46875,,45411.07031,88332.61719,39328.35156,,31459.74219,,,,
,,,357036.4063,38835.70703,17334.25195,31947.75977,25559.25195,,40228.02344,51705.82813,42684.74219,,,,1678367.375,,198585.875
,93726.71875,,,128874.3906,,293464.7188,261841.2031,21992.5918,,383260.0625,184420.8594,19154.75195,187108.9063,,,,158193.0156
,,,329268.9688,11732.9209,,222245.8125,184891.5625,,95167.25781,,274805.7188,,99715.14063,5438.664551,52737.49609,,13515.40137
,,,,,,,,,,,,,,,,,
6452.127441,7648.60498,3835.143555,83048.1875,,8078.973145,158317.3906,53213.82422,,52746.64844,,773605.125,5308.39209,,,31388.47266,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,102261.2422,159317.1563,,66289.67969,,,,,,73249,,89258.63281
,,,,,135969.9531,701899.375,573168.375,,598527.3125,904849.5625,963700.5625,,806050.25,,880343.4375,,611511.25
,,,,,,,,,,,,,,,,,
12251.8252,,8018.279785,,32786.80469,11455.23828,61065.96875,,,,,197587.4219,14265.07129,,17422.24023,96575.20313,,59638.48047
,,,68079.57031,,,194657.7813,141142.4688,,75221.17188,158543.875,288103.3125,,,,,,
,,,69042.29688,,,93204.07813,43688.38281,,31420.28125,36864.64063,69886.44531,,80968.49219,,52857.90234,,
,,,,,,,,,,,,,,,,,
,,,3413712.25,75079.47656,36490.81152,3236688.5,2974230.66,,981988.6895,2300635.25,1750177.25,,1224384.875,,239996.4844,,84398.48242
,14777.78516,9314.358398,,,,52079.36328,130953.5859,24195.36133,,,,4305.10498,,7501.024902,,,
,,,32173.22852,25266.33594,23052.04688,37510.25781,20358.20898,,,39683.29688,165935.7031,,,,56953.67578,,24589.67773
14629.10449,90755.44531,22355881.41,110709.4531,403517.8594,1239779.25,749753.2344,1016291.953,20158.15625,49724.2666,1782000.113,10923078.78,,1686055.649,5983578.203,82324.9248,127159.0654,6942363
,279225.2813,353647,,,,,,,,,,,,44159.50781,,,
,,,459062.5625,26849.32227,,319287,340118.625,,159925.4063,239576.9531,155926.7656,,189952.7656,,77708.67188,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,118399.4297,,100728.0234,,,,
,,,,,,,,,,,957271.4375,,,,,,
8477.516113,3521.321777,,939812.8125,114988.1406,15141.55664,978774.4375,828733.5,,588100.75,1396192.25,7946680.5,,228829.6797,,406471.2773,,533272.9219
,,,28503.41211,,,39100.71094,63340.69531,38649.75781,24867.20313,107020.8828,238225.4219,,537192.5625,,340653.7188,,97209.125
237248.373,42110.06641,815486.8818,,124840.8672,70194.11719,78477.82813,442639.0313,359482.9375,,375376.4375,801485.375,,101116.5391,343932.5273,,,332524.0742
,,,,,,,,,,,,,,,,,
,,,3044444,,4321.324707,843161.25,,,784004.125,,850854.375,,,,2864943,,105771.3789
,,,,,8273.927734,,,,,,1763971.125,,,,,,
,,,,23284.64844,,47096.39453,69578.32813,,38972.8125,,1140297.25,,57532.05469,,,,
460968.8125,293965.9688,536399.375,,,,,,1310091.375,,,,338045.8125,,,,,
,,,,,,,,,,,,,,,245529.5938,,272632.125
,,,49346.58984,,,22728.34766,29096.0625,,,,238666.2031,,,,,,
,,,47132.42969,14394.72852,,117105.3281,22585.47656,,32125.64844,,146986.5938,,61168.97266,,260886.5469,,47563.80078
12064632,10774010,10956956,,4188901.75,,,,17250392,,100051.9766,,21957304,50985.28516,7441991,,,
,,,,,,,,,,,199769.7656,,,,,,33587.79688
,,,,,,,27476.50391,,,27596.77734,247505.7656,,,,,,
,,,,,,,,,,,,,,,,,
4683.929199,,,211625.4453,,,,217425.0625,136031.7031,127137.7227,93500.58594,74098.60156,,65705.20313,16008.3916,24427.37305,,
,,,,,,,,,,,,,,,,,
,,,104875.5,,,165626.0156,58431.86328,,47378.09766,68378.26563,,,,,,,
6951.123047,,,,,6520.201172,594021.4375,552805.625,11798.45801,,,,6503.51123,,,,6773.834473,5839.625488
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,198121.3906,,,34079.86719,,,
,,,,249440.125,,,,,,71304.89844,42166.95313,,,,,,486390.9063
17311.19531,7119.799316,,1017486.938,113481.6406,43400.97754,679200.625,680285.125,14315.16699,151331.2969,795342.6563,359169.4209,8247.224365,256373.2808,,39552.19141,9547.151855,174000.75
,,,,,,,,,,,,,,,,,228202.875
,,,,,,,,,,,109808.9609,,,,,,
,,,187913.4219,16117.17676,,157106.1406,134618.625,,159542.0781,46692.44531,20680.61719,,345514.1563,,463549.0938,,
12660.73389,8828.768555,,566973.375,21763.13281,,84989.02734,,10147.74023,,219822.8125,31681.27539,,124902.2813,,18061,,
,,,,,,,,,55944.83984,,809223.0625,,,,,,58746.28125
,,,,,,451711.2813,281156.5313,,,,2440572.75,,114326.1406,,,,
,,,720163.625,25696.43359,,185042.0156,,,54297.23047,547377.125,,14160.14746,,,306534,,
,,,,,,,,,,,337978.0938,,,,,,
8695.291016,16180.1499,,251561.0156,12380.73926,,334443.9063,110023.3516,,51141.53711,237885.4219,161509.1133,,81675.15625,,67275.27344,,28905.70898
,,,,,,,,,,,,,,,,,
,,,,,,,29891.66406,8048.36084,,,303901.5313,,,,,,19555.83398
17846.66943,,,5126655.384,121407.6719,,1910333.156,1239901.188,,1956007.25,1814551.75,15004480,,1986195.625,,3458948.625,179763.4258,98827.25
,,,,,,,,,,,,,,,,,
,,,,,,346638.375,70223.01563,,72603.88281,,464390.8125,,84041.03125,,81425.63281,,
,,,,,,,,,,52755.93359,156705.125,,,,54919.73047,,
434689.1563,551837.125,252795.6875,785551.25,76955.27344,10617.12793,425225.8906,363677.0508,1019791.982,121988.6055,364296.375,141908.8203,153622.5625,383077.9688,49134.83008,157030.5762,,73259.65527
,,,,,,,,,,,312991.125,,,,,,
,,,189190.2969,48238.19922,20159.70117,78402.64844,84982.57813,,50783.76563,93042.97656,83691.26563,,82621.10938,,,,
,,,,,12498.68652,127299.2188,91684.76563,,,,2058492.625,,,,,,164819.5
72415.50781,,93645.51563,18045.0957,,69450.5,,,,,,113637.5,,,,,,
,8284.046875,,301855.6875,23319.67773,6836.458984,376993.9688,312531.5,,112077.6406,235134.0469,549242.25,,129323.0625,,,,24964.95703
,,,,,,,,,95268.94531,54776.96094,65291.26563,,,,334519.2813,,
,,,,93323.17969,4820.77002,,,,,,230506.5938,,269813.9063,,,,50602.92969
,,,,,,194560.3281,82233.71094,,,179282.0938,723333.3125,,301895.2813,,403724.5,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,191074.0625,,,,,,
,,,,,,,,,,,,,,,,,
,,,13210.96387,13599.60449,6844.584961,79548.25781,61661.92969,,20540.77148,733133.1875,985328.9668,,1080259.012,,795986.6152,,109951.1602
,,,,,9980.298828,,,,,,159010.0156,,,,,,43218.28125
327725.5313,,180704.125,461448.2813,37129.08984,33775.56641,348106.2188,414940.5938,306546.375,176509.8281,255315.2813,73808.30469,,148677.0313,56752.34766,240569.1953,46795.20508,96327.35352
,,,,,,,,,,,,,,,,,
12203.96191,,,200913.6797,13085.40527,,204844.8281,25824.08789,13851.39746,158021.8438,189274.6641,328298.0859,9637.678711,68865.83203,,265628.2734,,30431.30762
,,,,37378.31641,,,99401.90625,,,,,,597328.1875,,,,
,,,,,,,,,,,657739.5625,,,,,,
,5771.141602,,207532.7813,5191.804199,5036.052246,167723.9531,171824.9077,5201.740234,,163003.9531,765791.625,5187.600098,,5579.63623,5025.041016,,
,,,96882.11719,,7547.823242,,29740.32031,,32463.51172,25917.86719,761058.25,,13384.05664,,18275.09961,,
1283586.229,9950.589844,379588.5273,1599405.625,,31007.62695,1617196.875,1397483.625,145337.75,563326.8125,,430752.8125,655847.4995,503275.4375,50675.54688,124347.7734,,109932.0703
,,,,,,,104585.8125,,75225.42188,164373.1406,1725087.25,,,,142370,,
,,,,,,,,,20226.34961,31543.75391,315126.625,,18239.7793,,,,
,,,,,,,,,41248.42578,,,,,,409348.4688,,
101387.5859,56957.72363,70867.10938,15502662.91,1488101.403,457215.0313,8539534.359,9697872.379,493437.4297,3580460.74,8823820.823,2022213.244,55590.02734,3789487.193,,677562.9785,158816.5547,2343473.5
,19028.34375,,,,,,,,,,110570.25,,,,,,
,,,,,,,,,,,181974.2656,,,,,,
,,,,,,,,9638.194336,,,514776.625,,,,,,
,8122.523438,,4167721.5,349041.6133,,7493151,2911862.518,,2331278.25,5750908.154,42198.28906,,2117322.902,,2108504.188,10457.62891,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,34649.23828,14387.49023,5812.835449,14771.50879,,,19847.06836,22970.70508,290730.5938,,46915.03125,733619.5625,,,29294.90234
,,,,,,104421.3672,87062.14063,,31113.39453,93639.375,545785.8125,,39008.98438,,,,13342.47461
4095.194092,,,,,,227412.5938,349216.625,,,196040.7344,250411.5938,,27291.74805,,26345.51758,,
,,,3371926.5,34493.34766,,3175232.75,3475008.25,,2046272.625,,1482772,,973063.6875,,577392.9375,11449.2168,20813.54492
4923856.5,,4059736.25,5061024.5,712464.75,429764.2188,3139425,4072571.25,1478282.303,1148923.648,1188661.375,1673188.563,3011703.5,2111677.25,248005.8906,1163762.5,98498.91797,1205692.5
,,,282309.4297,46196.39258,22021.74023,376181.9063,209615.3691,14137.93945,151516.8242,244342.4863,1547970,,121000.0781,,288464.2109,,60247.30469
,,,358751.625,,,523819.2188,179036.1094,,161417.8438,,878713.375,,135419.1719,6280.322754,350756.5938,8612.010742,85495.10938
,,,,,,,,,,,269348.3125,,,,,,
,,,238638.0313,58227.61328,,284336.7188,166771.25,,177744.3125,260035.0938,136610.1875,,127910.4141,,105450.4453,,50880.99219
,,,,,,,,,,,,,,,,,
,,,,6995.686035,,39644.39844,15183.56836,,15757.2334,35140.96875,635690.625,,24788.55273,,,,11480.91992
,,,,,,,,,,,,,,,,,
,,,,,,,,,,113215.8359,67082.32031,,279499.1563,,94902.25,67015.53125,
,,,354835.3438,,,281946.0938,131747.8125,,79568.46875,23991.16797,265396.0313,,,,,,
,,,,,,21534.76563,,,9833.395508,,141761.8906,,,,34655.81641,,
10731.3877,10789.89551,8355.896484,,,,,,33960.11719,59170.83594,40875.86328,1099732.625,7963.143066,,28892.44727,,,
,12612.92969,,195220.375,,,,232937.4063,,63560.07422,252274.8281,66620.30469,,81343.85156,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
6713.222168,,,10604321.32,163194.9082,11952.59863,286047.1348,7863214.078,,62122.35547,27377.77734,858578.8125,,50537.57813,,85861.59375,8593.165039,6033.727051
1529450.324,1023460,2071389.604,1741235.012,54168.53125,19316.28809,1098854,44936.64453,4449111.703,228969.2383,705451.2031,71600.18164,2828647.169,28663.17383,378214.7813,161601.0898,47771.25879,766739.3398
,,,35618.27344,20748.44727,9725.454102,738077.5,159044.0781,,447786.6563,631843.1875,2405638,,131127.7344,,502917.9688,12395.61816,59968.73438
6144.441895,5681.70752,,13123.33203,,7042.832031,74029.2207,433586.582,,14404.53418,21850.80664,176505.3281,,444315.8896,,11184.7168,,15463.15039
,,,,,,,,,,,172276.8281,,54261.76953,,40601.92969,,
,,,,,,,46265.14453,,,,123506.5234,,,,,,
,,,,,,,,33437.64453,,,285664.1875,,,,,,
,,,,,,,,,,,126987.0078,,,,,,
